SiteId,Site_Name,Site_Brand,Sites_Address_Line_1,Site_Suburb,Site_State,Site_Post_Code,Site_Latitude,Site_Longitude
61402092,7-Eleven Birkdale,7 Eleven,Old Cleveland Road,Birkdale,QLD,4159,-27.508924,153.207169
61402093,Coles Express Loganlea,Coles Express,315-325 Loganlea Road,Meadowbrook,QLD,4131,-27.662797,153.140707
61402094,EG Ampol Caboolture South - Market Plaza,EG Ampol,61 Morayfield Rd,Caboolture,QLD,4510,-27.094716,152.951073
61402095,Coles Express Deagon,Coles Express,90 Depot Road,Deagon,QLD,4017,-27.330559,153.047647
61402096,Ampol Foodary Sunnybank,Ampol,81 Mains Road,Sunnybank,QLD,4109,-27.584143,153.062068
61402097,United Virginia,United,1780 Sandgate Road,Virginia,QLD,4014,-27.377269,153.062359
61402098,7-Eleven Heritage Park,7 Eleven,118 Waller Road,Heritage Park,QLD,4118,-27.673423,153.053122
61402099,Shell Reddy Express Victoria Point,Reddy Express,130 Benfer Rd (Cnr Redland Bay Rd),Victoria Point,QLD,4165,-27.595906,153.2858
61402100,7-Eleven Southport,7 Eleven,Lot 4 Slatyer Avenue,Southport,QLD,4215,-27.996448,153.399712
61402101,7-Eleven Pinelands Road,7 Eleven,82 Pinelands Road,Sunnybank Hills,QLD,4109,-27.591502,153.060391
61402104,Ampol Charters Towers,Ampol,262 Gill Street,Charters Towers,QLD,4820,-20.077465,146.268709
61402106,EG Ampol Margate,EG Ampol,9-11 Baynes Street,Margate,QLD,4019,-27.244429,153.109144
61402107,7-Eleven Carina,7 Eleven,1505 Creek Road,Carina,QLD,4152,-27.487594,153.100171
61402121,BP Cooroy Supermart,BP,28 Elm Street,Cooroy,QLD,4563,-26.418262,152.911927
61402124,BP Connect Merrimac,BP,Gooding Drive,Merrimac,QLD,4226,-28.046812,153.366952
61402125,EG Ampol Acacia Ridge,EG Ampol,1150 Beaudesert Road,Acacia Ridge,QLD,4110,-27.575158,153.026179
61402127,7-Eleven Murrumba Downs,7 Eleven,9 Blyth Road,Murrumba Downs,QLD,4503,-27.273325,153.015322
61402128,Coles Express Parkwood,Coles Express,1 Parkwood Bvd (Cnr Napper Rd),Parkwood,QLD,4214,-27.946969,153.370048
61402129,EG Ampol Southport,EG Ampol,64 Ferry Road,Southport,QLD,4215,-27.976813,153.411517
61402130,7-Eleven Robina,7 Eleven,Robina Town Centre Drive,Robina,QLD,4226,-28.080535,153.384142
61402131,JIO Fuel,Independent,503-509 Kingston Road,Kingston,QLD,4114,-27.662299,153.117979
61402132,BP Regents Park,BP,3484 Mt Lindesay Highway,Regents Park,QLD,4118,-27.676747,153.031681
61402133,United Bundaberg,United,Walker Street,Bundaberg,QLD,4670,-24.876307,152.363722
61402134,Ampol Bundaberg Depot Front,Ampol,2 Collins Street,Bundaberg,QLD,4670,-24.855157,152.370577
61402141,Bundaberg Metro,Metro Fuel,19 Bolewski St,Avoca,QLD,4670,-24.885104,152.320693
61402145,Kepnock Store,Liberty,109 Elliott Heads Road,Bundaberg,QLD,4670,-24.883618,152.376316
61402146,Mobil Norton's Store & Mechanical,Independent,13 Mount Leyshon Road,Charters Towers,QLD,4820,-20.087593,146.263288
61402153,BP Newtown,BP,Tor St Street,Newtown,QLD,4350,-27.561913,151.927555
61402155,7-Eleven Newtown,7 Eleven,251-253 Bridge Street,Newtown,QLD,4350,-27.549778,151.943458
61402156,Shell Golden Harvest Roadhouse Toowoomba,Shell,390 Boundary Road,Toowoomba,QLD,4350,-27.536209,151.905643
61402158,EG Ampol Mount Isa,EG Ampol,54 Miles Street,Mount Isa,QLD,4825,-20.723824,139.492636
61402159,Ampol Toowoomba Depot Front,Ampol,383-391 Taylor Street,Toowoomba,QLD,4350,-27.550282,151.905415
61402161,BP Toowoomba OPT,BP,246-252 Anzac Avenue,Drayton North,QLD,4350,-27.578902,151.921387
61402162,BP Northend,BP,134 Ruthven Street,Toowoomba,QLD,4350,-27.542293,151.954486
61402167,Parkhurst Motel & Van Park,Independent,900-904 Yaamba Road,Parkhurst,QLD,4702,-23.297395,150.512893
61402175,Ampol Gladstone Depot Front,Ampol,12 Chapple Street,Gladstone,QLD,4680,-23.842117,151.245631
61402181,Coles Express Mackay North,Coles Express,2 Highway Plaza (Cnr Bruce Hwy & Hicks Rd),Mackay North,QLD,4740,-21.124885,149.157673
61402183,United Warwick (Oasis),United,86 Wallace Street,Warwick,QLD,4370,-28.227823,152.018746
61402185,BP West Warwick,BP,180 Wood Street,Warwick West,QLD,4370,-28.218643,152.010181
61402186,Ampol Roma (Depot Front),Ampol,145 Raglan St,Roma,QLD,4455,-26.579483,148.776239
61402194,BP Oak Street,BP,Cnr Oak St & Tropical Av,Andergrove,QLD,4740,-21.096619,149.183455
61402197,Ampol Bowen,Ampol,Bruce Highway,Bowen,QLD,4805,-20.027272,148.214626
61402201,United Ilbilbie,United,87249 Bruce Highway,Ilbilbie,QLD,4738,-21.705205,149.357959
61402202,BP Archerfield,BP,Boundary Road,Archerfield,QLD,4108,-27.565597,152.998279
61402203,Boost Lakes Creek,Independent,161-163 Lakes Creek Road,Berserker,QLD,4701,-23.372587,150.532639
61402204,7-Eleven Boronia Heights,7 Eleven,Middle Road,Hillcrest,QLD,4118,-27.678574,153.021886
61402207,BP Logandale,BP,141-147 Beenleigh-Redland Bay Road,Loganholme,QLD,4129,-27.670702,153.200881
61402208,7-Eleven Bracken Ridge,7 Eleven,Telegraph Road,Bracken Ridge,QLD,4017,-27.330841,153.025687
61402209,7-Eleven Compton Rd,7 Eleven,Compton Road,Sunnybank Hills,QLD,4109,-27.611074,153.062497
61402210,EG Ampol Mango Hill,EG Ampol,Anzac Avenue,Mango Hill,QLD,4509,-27.223285,153.037531
61402211,Caltex Wishart,Caltex,557-561 Mt Gravatt-Capalaba Road,Wishart,QLD,4122,-27.550588,153.106369
61402212,EG Ampol Capalaba,EG Ampol,2948 Old Cleveland Road,Capalaba West,QLD,4157,-27.514726,153.181249
61402213,EG Ampol Forest Lake,EG Ampol,Forest Lake Boulevard,Forest Lake,QLD,4078,-27.623584,152.969512
61402214,EG Ampol Yamanto,EG Ampol,Warwick Road,Yamanto,QLD,4305,-27.661474,152.739223
61402215,BP Narangba,BP,Oakey Flat Road,Narangba,QLD,4504,-27.185887,152.934925
61402220,BP Hillcrest,BP,33 Middle Road,Hillcrest,QLD,4118,-27.674572,153.027799
61402221,Liberty Beaudesert,Liberty,108 Brisbane Street,Beaudesert,QLD,4285,-27.983446,152.994934
61402222,Van Ansem's Garage Auto Electrical & Mechanical,BP,68 Gatton-Laidley Road West,Forest Hill,QLD,4342,-27.583597,152.363245
61402223,EG Ampol Burpengary,EG Ampol,167 Station Road,Burpengary,QLD,4505,-27.154303,152.974573
61402224,EG Ampol Urangan,EG Ampol,Lot 2 Boat Harbour Drive,Hervey Bay,QLD,4655,-25.293061,152.893747
61402226,S24 The Gap,Caltex,979 Waterworks Rd,The Gap,QLD,4061,-27.444698,152.952406
61402227,BP Connect Bribie Island,BP,Goodwin Drive,Bribie Island,QLD,4507,-27.064033,153.155743
61402228,7-Eleven Gaven,7 Eleven,Binstead Way,Gaven,QLD,4211,-27.926191,153.323773
61402229,Ampol Beaudesert South,Ampol,2 Telemon Street,Beaudesert,QLD,4285,-27.989047,152.995246
61402231,7-Eleven Silkstone,7 Eleven,120 Blackstone Road,Silkstone,QLD,4304,-27.621181,152.788024
61402232,Coles Express Burleigh Heads,Coles Express,103-105 West Burleigh Road,Burleigh Heads,QLD,4220,-28.093945,153.442858
61402233,United Parkwood,United,310 Olsen Avenue,Parkwood,QLD,4214,-27.957124,153.380398
61402234,EG Ampol Booval,EG Ampol,139 Brisbane Road,Booval,QLD,4304,-27.616744,152.790559
61402237,EG Ampol Alexandra Hills,EG Ampol,Cambridge Drive,Alexandra Hills,QLD,4161,-27.525028,153.221236
61402238,IOR Emerald,IOR Petroleum,74 Roberts Street,Emerald,QLD,4720,-23.529437,148.15457
61402239,7-Eleven Warana,7 Eleven,Nicklin Way,Warana,QLD,4575,-26.719285,153.129277
61402244,Ampol Foodary Maryborough North,Ampol,Bruce Highway,Maryborough,QLD,4650,-25.486798,152.664301
61402245,BP Capalaba South,BP,1/3 Currumbin Court,Capalaba,QLD,4157,-27.534886,153.206323
61402246,EG Ampol Browns Plains,EG Ampol,27-49 Grand Plz Drive,Browns Plains,QLD,4118,-27.663919,153.042469
61402247,Metro Petroleum Marsden,Metro Fuel,502 Browns Plains Road,Marsden,QLD,4132,-27.678124,153.082483
61402248,EG Ampol Beenleigh,EG Ampol,118 George Street,Beenleigh,QLD,4207,-27.717004,153.205867
61402249,BP Connect Stapylton,BP,"Cnr Pacific Hwy &, Stapylton Jacobs Well Rd",Stapylton,QLD,4207,-27.733004,153.228051
61402251,7-Eleven Windaroo,7 Eleven,159 Beenleigh-Beaudesert Road,Mount Warren Park,QLD,4207,-27.735592,153.194014
61402254,7-Eleven River Hills,7 Eleven,412 Sumners Road,Riverhills,QLD,4074,-27.561955,152.921854
61402261,Shell Caloundra,Shell,72 Caloundra Rd,Little Mountain,QLD,4551,-26.794637,153.104596
61402262,7-Eleven Bellbird Park,7 Eleven,354 Redbank Plains Road,Bellbird Park,QLD,4300,-27.645205,152.872201
61402264,Shell Tamborine,Shell,2785 Waterford Tamborine Rd,Mount Tamborine,QLD,4272,-27.880279,153.129561
61402270,BP Connect Coomera North,BP,Pacific Highway,Upper Coomera,QLD,4209,-27.861073,153.308869
61402271,BP Townsville Truckstop,BP,Racecourse Road,Townsville,QLD,4810,-19.316149,146.819833
61402272,Mobil Brinsmead,Mobil,101-115 Brinsmead Road,Brinsmead,QLD,4870,-16.906336,145.710619
61402281,Ampol Foodary Stanthorpe,Ampol,25784 New England Highway,Stanthorpe,QLD,4380,-28.631314,151.953751
61402283,BP Favero Motors,BP,55 High Street,Stanthorpe,QLD,4380,-28.648519,151.944565
61402284,Ampol Foodary Goondiwindi Truck Stop,Ampol,227 Boundary Road,Goondiwindi,QLD,4390,-28.528396,150.311107
61402288,Pacific Petroleum Gympie,Pacific Petroleum,88 Mellor Street,Gympie,QLD,4570,-26.187115,152.669155
61402290,Ampol Moranbah,Ampol,21 Griffin St,Moranbah,QLD,4744,-21.999125,148.045114
61402291,BP Moranbah,BP,Goonyella Road,Moranbah,QLD,4744,-21.991939,148.027987
61402292,United Ryke Fuel Kingaroy,United,1-7 Youngman Street,Kingaroy,QLD,4610,-26.550271,151.826818
61402293,Ampol Biloela,Ampol,45 Dawson Highway,Biloela,QLD,4715,-24.404638,150.506137
61402295,Neds 1 Stop,Independent,150 Gympie Road,Tinana,QLD,4650,-25.553134,152.675386
61402297,BP Saltwater,BP,Saltwater Creek Road,Maryborough,QLD,4650,-25.526578,152.707591
61402300,United Tinana,United,211- 215 Gympie Road,Tinana,QLD,4650,-25.556893,152.670256
61402302,Ampol John St,Ampol,184 John Street,Maryborough,QLD,4650,-25.532662,152.702968
61402316,Ampol Mt Isa Miners Mate,Ampol,105 Camooweal Street,Mount Isa,QLD,4825,-20.723866,139.493128
61402321,EG Ampol Kingaroy,EG Ampol,91-93 Youngman Street,Kingaroy,QLD,4610,-26.541271,151.835761
61402323,Ampol Foodary Warwick Truck N Travel,Ampol,13015 Cunningham Highway,Warwick,QLD,4370,-28.184299,152.053819
61402324,Puma Newtown,Puma Energy,236A Taylor Street,Toowoomba,QLD,4350,-27.552961,151.920763
61402333,Hope Energy Coolangatta,Independent,1 Eastern Avenue,Bilinga,QLD,4225,-28.163806,153.514255
61402336,Mobil Atherton,Mobil,8386 Kennedy Highway,Atherton,QLD,4883,-17.281699,145.494874
61402338,7-Eleven Brassall,7 Eleven,21 Hunter Street,Brassall,QLD,4305,-27.593566,152.745835
61402340,United Ingham,United,1 Herbert Street,Ingham,QLD,4850,-18.650149,146.156221
61402341,Coles Express Mount Isa Truckport,Coles Express,221-239 Barkly Highway,Mount Isa,QLD,4825,-20.692726,139.488829
61402344,Ampol Hemmant,Ampol,112 Anton Road,Hemmant,QLD,4174,-27.430777,153.133132
61402345,BP Connect Caboolture South,BP,Bruce Highway,Caboolture,QLD,4510,-27.123364,152.978146
61402348,BP Connect Caboolture North,BP,Bruce Highway,Caboolture,QLD,4510,-27.124597,152.976415
61402349,Ampol Tinana,Ampol,121 Gympie Road,Tinana,QLD,4650,-25.551169,152.677048
61402350,7-Eleven Coopers Plains,7 Eleven,129 Orange Grove Road,Coopers Plains,QLD,4108,-27.563851,153.039733
61402352,Ampol Mackay (Depot Front),Ampol,5-7 Connors Road,Paget,QLD,4740,-21.169069,149.161648
61402354,EG Ampol Range,EG Ampol,11-19 James Street,Toowoomba,QLD,4350,-27.571288,151.976923
61402356,EG Ampol Keperra,EG Ampol,577 Settlement Road,Keperra,QLD,4054,-27.417118,152.949151
61402357,Ampol Cairns,Ampol,60 Draper Street,Cairns,QLD,4870,-16.935052,145.776331
61402359,EG Ampol Cannon Hill,EG Ampol,1225 Wynnum Road,Cannon Hill,QLD,4170,-27.471076,153.103939
61402362,EG Ampol Brookside,EG Ampol,159 Osborne Road,Mitchelton,QLD,4053,-27.409771,152.981518
61402365,7-Eleven Jindalee,7 Eleven,721 Seventeen Mile Rocks Road,Jindalee,QLD,4074,-27.536437,152.948986
61402366,7-Eleven Palm Beach North,7 Eleven,1346 Gold Coast Highway,Palm Beach,QLD,4221,-28.109251,153.465565
61402368,BP Nightowl Southport,BP,201 Ferry Road,Southport,QLD,4215,-27.989794,153.412291
61402371,EG Ampol Earlville,EG Ampol,537 Mulgrave Road,Earlville,QLD,4870,-16.945444,145.738573
61402372,Liberty Beenleigh,Liberty,52-60 Logan River Rd,Beenleigh,QLD,4207,-27.714319,153.186676
61402373,7-Eleven Beenleigh City Road,7 Eleven,10 City Road,Beenleigh,QLD,4207,-27.707782,153.203548
61402374,Freedom Fuels Withcott,Freedom Fuels,8616 Warrego Highway,Withcott,QLD,4352,-27.553876,152.022658
61402375,7-Eleven Rangeville,7 Eleven,85 Perth Street,Rangeville,QLD,4350,-27.574693,151.969321
61402376,Marano’s Fuel Tully,Independent,"59456 Bruce Hwy, Tully QLD 4854, Australia",Tully,QLD,4854,-17.93069,145.934299
61402377,BP Tully,BP,"Lot 1, Bruce Highway",Tully,QLD,4854,-17.926999,145.935757
61402383,United Gunalda,United,2618 Bruce Highway,Curra,QLD,4570,-26.006041,152.566327
61402384,EG Ampol Allenstown,EG Ampol,Denham Street,Rockhampton,QLD,4700,-23.386219,150.501262
61402386,Liberty Taigum,Liberty,385 Beams Road,Zillmere,QLD,4034,-27.349645,153.037933
61402388,Pearl Energy Deagon,Pearl Energy,11 Depot Road,Deagon,QLD,4017,-27.328405,153.053821
61402389,EG Ampol Wilsonton (Toowoomba),EG Ampol,Erin Street,Wilsonton,QLD,4350,-27.542785,151.925914
61402390,EG Ampol Oxley,EG Ampol,Blunder Road,Oxley,QLD,4075,-27.572374,152.981752
61402391,EG Ampol Cornubia,EG Ampol,258 Beenleigh Redland Bay Road,Cornubia,QLD,4130,-27.672412,153.212401
61402392,EG Ampol Woodridge,EG Ampol,398-402 Kingston Road,Woodridge,QLD,4114,-27.645226,153.118858
61402393,Puma Stratford,Puma Energy,45 Arnold Street,Stratford,QLD,4870,-16.871263,145.739224
61402394,Caltex Bentley Park,Caltex,28 Supply Road,Edmonton,QLD,4869,-17.004283,145.743655
61402395,Caltex Portsmith,Caltex,104 Cook Street,Portsmith,QLD,4870,-16.942807,145.770067
61402398,EG Ampol Mount Ommaney,EG Ampol,171 Dandenong Road,Mount Ommaney,QLD,4074,-27.549742,152.940913
61402400,EG Ampol Deeragun,EG Ampol,Palm Drive,Deeragun,QLD,4818,-19.246087,146.676727
61402403,EG Ampol Bundaberg West,EG Ampol,38 Barolin Street,Bundaberg,QLD,4670,-24.871378,152.350984
61402404,7-Eleven Clontarf,7 Eleven,9 Elizabeth Street,Clontarf,QLD,4019,-27.260641,153.079831
61402405,United Forestdale,United,466 Johnson Road,Forestdale,QLD,4118,-27.653983,152.995681
61402406,7-Eleven Flinders View,7 Eleven,130 Ash Street,Yamanto,QLD,4305,-27.653617,152.763136
61402407,Ampol Foodary Lytton (Port Of Brisbane),Ampol,2 Kite Street,Lytton,QLD,4178,-27.404995,153.164092
61402409,Mobil Biloela,Mobil,13 Dawson Highway,Biloela,QLD,4715,-24.403579,150.510013
61402410,Ampol Foodary Toowoomba North,Ampol,282 Ruthven Street,Toowoomba,QLD,4350,-27.554554,151.954894
61402411,Puma Racecourse,Puma Energy,26256 Peak Downs Highway,Mackay,QLD,4740,-21.166333,149.131192
61402413,Metro Petroleum Warwick,Metro Fuel,48-50 Wallace Street,Warwick,QLD,4370,-28.223566,152.019508
61402414,Freedom Fuels Hattonvale,Freedom Fuels,3587 Warrego Highway,Hatton Vale,QLD,4341,-27.550948,152.499103
61402415,Freedom Fuels Allora,Freedom Fuels,1 New England Highway,Allora,QLD,4362,-28.037578,151.989067
61402417,Pearl Energy Miami,Pearl Energy,Shop6/110 Mountain View Avenue,Miami,QLD,4220,-28.073419,153.433885
61402418,7-Eleven Parkwood,7 Eleven,236 Napper Road,Parkwood,QLD,4214,-27.947017,153.351106
61402419,EG Ampol Sippy Downs,EG Ampol,University Way,Sippy Downs,QLD,4556,-26.718448,153.050326
61402423,EG Ampol Jimboomba,EG Ampol,1 Honora Street,Jimboomba,QLD,4280,-27.830002,153.025132
61402427,Puma D'Aguilar,Puma Energy,1965 D'Aguilar Highway,D'Aguilar ,QLD,4514,-26.990572,152.802778
61402432,7-Eleven Marcoola,7 Eleven,946-948 David Low Way,Marcoola,QLD,4564,-26.600623,153.095575
61402434,EG Ampol Robina,EG Ampol,110 Laver Drive,Robina,QLD,4226,-28.071451,153.379858
61402435,Ampol Beaudesert Depot With Front,Ampol,162 Brisbane Street,Beaudesert,QLD,4285,-27.974023,152.993896
61402436,Coles Express Nudgee,Coles Express,1097 Nudgee Road,Banyo,QLD,4014,-27.378058,153.093691
61402439,United Park Ridge,United,445-449 Chambers Flat Road,Park Ridge,QLD,4125,-27.708052,153.093277
61402440,Ampol Beaudesert Ifs,Ampol,32-38 Telemon Street,Beaudesert,QLD,4285,-27.995299,152.990539
61402443,7-Eleven Mermaid Waters,7 Eleven,1 Lakeside Drive,Mermaid Waters,QLD,4218,-28.040152,153.408283
61402444,BP Connect Riawena Road,BP,143 Riawena Road,Salisbury,QLD,4107,-27.558778,153.031156
61402446,Puma Mareeba,Puma Energy,4285 Kennedy Highway,Mareeba,QLD,4880,-16.985986,145.474021
61402448,United South Rockhampton,United,316 Lower Dawson Road,South Rockhampton,QLD,4700,-23.404759,150.502453
61402452,NightOwl Ayr Central Caltex,Caltex,115 Edwards Street,Ayr,QLD,4807,-19.572481,147.403774
61402453,EG Ampol Beerwah,EG Ampol,Lot 271 Peachester Street,Beerwah,QLD,4519,-26.856895,152.954989
61402455,BP Cloncurry,BP,31 Ramsay Street,Cloncurry,QLD,4824,-20.706655,140.507026
61402456,EG Ampol Gladstone,EG Ampol,132 Auckland Street,Gladstone,QLD,4680,-23.845828,151.260427
61402457,EG Ampol Gympie,EG Ampol,14 Wickham Street,Gympie,QLD,4570,-26.191891,152.657122
61402458,EG Ampol Manunda,EG Ampol,1 Koch Street,Manunda,QLD,4870,-16.926295,145.739689
61402459,EG Ampol Maryborough,EG Ampol,Alice Street,Maryborough,QLD,4650,-25.540576,152.699575
61402460,EG Ampol Berserker,EG Ampol,222-236 Musgrave Road,Rockhampton North,QLD,4701,-23.358706,150.524191
61402461,United Hervey Bay,United,53-83 Maryborough Hervey Bay Road,Hervey Bay,QLD,4655,-25.289878,152.812477
61402462,EG Ampol Pimlico,EG Ampol,Kings Rd and Woolcock St,Pimlico,QLD,4812,-19.271065,146.789461
61402464,Point Lookout Roadhouse,Independent,126 Dickson Wy,Point Lookout,QLD,4183,-27.423133,153.516415
61402467,Puma Tamborine Central,Puma Energy,1-3 Leach Road,Mount Tamborine,QLD,4272,-27.881476,153.129679
61402469,Liberty Kooralbyn General Store,Liberty,9 Salisbury Avenue,Kooralbyn,QLD,4285,-28.085152,152.842114
61402470,Blackbutt Fuel & Tyre,BP,67 Coulson Street,Blackbutt,QLD,4314,-26.885758,152.103241
61402472,Ampol Harlin,Ampol,8508 Brisbane Valley Highway,Harlin,QLD,4306,-26.974699,152.359306
61402475,BP Tarampa,BP,214 Lowood Minden Road,Tarampa,QLD,4311,-27.485122,152.547433
61402476,BP Seymours Toyota,BP,25 Fulham Street,Toogoolawah,QLD,4313,-27.087184,152.376634
61402484,Freedom Fuels Pittsworth,Freedom Fuels,1 Murray Street,Pittsworth,QLD,4356,-27.714049,151.636993
61402485,BP Captain's Mountain,BP,9246 Gore Hwy,Millmerran,QLD,4357,-27.930658,151.169353
61402489,BP Depot Goondiwindi,BP,14 Racecourse Road,Goondiwindi,QLD,4390,-28.534564,150.315232
61402490,BP Oakey,BP,20 Campbell Street,Oakey,QLD,4401,-27.441064,151.720381
61402492,Wandoan Fuels,Independent,3 Zupp Rd,Wandoan,QLD,4419,-26.125355,149.961637
61402493,BP Tara,BP,16 Sara Street,Tara,QLD,4421,-27.276226,150.457093
61402495,BP Blackall SS,BP,8 Shamrock Street,Blackall,QLD,4472,-24.427933,145.475089
61402497,BP Augathella,BP,Main Street,Augathella,QLD,4477,-25.793704,146.592853
61402500,Explorer Rest,Lowes,33 Stafford Street,THargomindah,QLD,4492,-27.994204,143.823007
61402503,BP Wamuran,BP,1120 Daguilar Highway,Wamuran,QLD,4512,-27.038965,152.858722
61402505,Liberty Maleny,Liberty,19 Macadamia Drive,Maleny,QLD,4552,-26.755459,152.842432
61402506,Liberty Goomboorian,Liberty,1460 Tin Can Bay Road,Goomboorian,QLD,4570,-26.090635,152.767228
61402507,BP Gympie West,BP,27 Louisa St,Gympie,QLD,4570,-26.181439,152.663326
61402508,Widgee General Store,BP,2226 Gympie Woolooga Rd,Widgee,QLD,4570,-26.202068,152.438413
61402509,BP Kenilworth Garage,BP,20 Elizabeth Street,Kenilworth,QLD,4574,-26.594815,152.727703
61402512,Goomeri Fuels and Roadhouse,BP,61 Moore Street,Goomeri,QLD,4601,-26.186167,152.068585
61402513,Wondai Depot,BP,3 Greenview Road,Wondai,QLD,4606,-26.319934,151.867996
61402525,BP Marmor,BP,Bruce Highway,Marmor,QLD,4702,-23.682097,150.713413
61402528,Ampol Lotus Creek,Ampol,12287 Marlborough Sarina Rd,Marlborough,QLD,4705,-22.348141,149.102503
61402531,Springsure Roadhouse,BP,86 William Street,Springsure,QLD,4722,-24.124627,148.097737
61402532,Tilstons Garage,BP,59 Shakespeare Street,Alpha,QLD,4724,-23.648761,146.639758
61402544,BP Cloncurry OPT,BP,1 Phillips Street,Cloncurry,QLD,4824,-20.713897,140.506291
61402545,Cloncurry Roadhouse,Puma Energy,5/9 Ramsay Street,Cloncurry,QLD,4824,-20.706661,140.509816
61402548,Mobil Mourilyan,Mobil,26 Bruce Highway,Mourilyan,QLD,4858,-17.582374,146.040919
61402549,Zenna's General Store,Independent,177 Howard Kennedy Drive,Babinda,QLD,4861,-17.337568,145.927732
61402551,BP Lakeland Coffee House & Store,BP,Foysters Drive,Lakeland,QLD,4870,-15.859027,144.855064
61402555,Astron Twin Rivers,Astron,68929 Bruce Highway,Deeral,QLD,4871,-17.222368,145.915444
61402557,BP Millmerran,BP,64-72 Campbell Street,Millmerran,QLD,4357,-27.877861,151.269745
61402559,Wessel Petroleum Cooroy,Independent,2 Diamond Street,Cooroy,QLD,4563,-26.417086,152.911927
61402561,The White Bull Roadhouse,Independent,59 Lodge Street,Aramac,QLD,4726,-22.974295,145.245118
61402563,Walkerston Fuel,BP,24 Dutton Street,Walkerston,QLD,4751,-21.161515,149.068726
61402565,Calen Petrol,Independent,1 Ferris Rd,Calen,QLD,4798,-20.903506,148.780357
61402567,BP Innisfail,BP,Ernest Street,Innisfail,QLD,4860,-17.52653,146.028356
61402568,Tall Timbers Roadhouse,BP,13185 Kennedy Highway,Ravenshoe,QLD,4888,-17.617231,145.485043
61402576,BP Daleys Garage,BP,56 Kennedy Highway,Tolga,QLD,4882,-17.223841,145.478896
61402578,BP The Top Service Station,BP,"56 Landsborough St, Normanton QLD 4890, Australia",Normanton,QLD,4890,-17.674168,141.074539
61402582,Puma Moonie Crossroads,Puma Energy,Moonie Highway,Moonie,QLD,4406,-27.717523,150.370057
61402584,Pacific Fuel Solutions Nambour Depot,Pacific Fuel Solutio,2 Cooney Rd,Nambour,QLD,4560,-26.616033,152.983726
61402587,Gore Roadhouse,Independent,3 Cunningham Highway,Gore,QLD,4352,-28.295122,151.489138
61402590,Crows Nest Fuel Supplies,Independent,37 Toowoomba Road,Crows Nest,QLD,4355,-27.262228,152.055307
61402592,T & H Service Dalby,Independent,99 - 101 Drayton Street,Dalby,QLD,4405,-27.188281,151.268098
61402593,Ampol Foodary Dalby,Ampol,Warrego Highway,Dalby,QLD,4405,-27.173515,151.242841
61402594,OMM Miles Roadhouse,Independent,96 Murilla St,Miles,QLD,4415,-26.660062,150.189088
61402595,Taroom Fuels,Ampol,24 Dawson St,Taroom,QLD,4420,-25.642432,149.79465
61402596,United Tara (Unmanned),United,80 Day St,Tara,QLD,4421,-27.276302,150.451269
61402601,Ampol Gympie,Ampol,26 Hall Road,Gympie,QLD,4570,-26.221399,152.694577
61402603,Jones Hill Store Gympie,Independent,243 Mary Valley Highway,Gympie,QLD,4570,-26.226493,152.671141
61402607,Freedom Fuels Kingaroy,Freedom Fuels,Kingaroy south Street,Kingaroy,QLD,4610,-26.548015,151.838461
61402609,Stargazers Yarraman,Independent,31 Toomey Street,Yarraman,QLD,4614,-26.842225,151.981729
61402610,United Nanango,United,19 Henry Street,Nanango,QLD,4615,-26.673343,152.001022
61402614,Liberty Gin Gin,Liberty,28 Mulgrave Street,Gin Gin,QLD,4671,-24.989596,151.954873
61402615,Jo's Roadhouse Avondale,Independent,2175 Bundaberg Lowmead Road,Avondale,QLD,4670,-24.752176,152.134312
61402616,Ampol Foodary Agnes Water,Ampol,Round Hill Road,Agnes Water,QLD,4677,-24.212521,151.902673
61402617,Ampol Foodary Boyne Island,Ampol,91 Malpas Street,Boyne Island,QLD,4680,-23.954866,151.351846
61402619,United Bouldercombe,United,52635 Burnett Highway,Bouldercombe,QLD,4702,-23.561179,150.473611
61402621,Stanwell Store,Independent,5 Main Street,Stanwell,QLD,4702,-23.485018,150.324793
61402622,Ampol Foodary Yeppoon,Ampol,2050 Yeppoon Road,Yeppoon,QLD,4703,-23.197792,150.658153
61402623,Outback Tyres,Independent,92 Eclipse Street,Springsure,QLD,4722,-24.117724,148.088647
61402624,Ampol Nebo,Ampol,1 Peak Downs Highway,Nebo,QLD,4742,-21.683419,148.692886
61402625,Ampol Marian,Ampol,362 Anzac Avenue,Marian,QLD,4753,-21.144118,148.943563
61402631,Midway Service Station,Liberty,120 Goldring Street,Richmond,QLD,4822,-20.736889,143.146207
61402635,Georgetown Roadhouse,Independent,18 St George St,Georgetown,QLD,4871,-18.29036,143.549411
61402636,Yungaburra Pit Stop,Independent,11 Fig Street,Yungaburra,QLD,4884,-17.271646,145.583863
61402638,Central Servo Ravenshoe,Independent,76 Grigg Street,Ravenshoe,QLD,4888,-17.608114,145.483306
61402639,Cam's Corner Servo & Mini Mart,Independent,29 Yappar Street,Karumba,QLD,4891,-17.484322,140.839459
61402642,Mobil Kalbar,Mobil,4 Purdon Street,Kalbar,QLD,4309,-27.939097,152.622307
61402643,United Southbrook,United,2189 Gore Highway,Southbrook,QLD,4363,-27.636739,151.743976
61402644,NightOwl Shell East Toowoomba,Shell,2 Cohoe Street,Toowoomba East,QLD,4350,-27.566926,151.975864
