SiteId,Site_Name,Site_Brand,Sites_Address_Line_1,Site_Suburb,Site_State,Site_Post_Code,Site_Latitude,Site_Longitude
61401607,Shell Currumbin,Shell,59 Currumbin Creek Rd,Currumbin,QLD,4223,-28.144786,153.471766
61401610,Ampol Foodary Coombabah,Ampol,384 Oxley Drive,Coombabah,QLD,4216,-27.912118,153.388372
61401613,U-Go Cleveland,U-Go,209 Bloomfield St,Cleveland,QLD,4163,-27.532512,153.266379
61401616,7-Eleven Browns Plain,7 Eleven,267 Browns Plains Road,Browns Plains,QLD,4118,-27.664036,153.061471
61401617,Coles Express Beenleigh,Coles Express,1-5 George St (Cnr Boundary Rd),Beenleigh,QLD,4207,-27.714532,153.193585
61401620,U-Go Loganholme,U-Go,80 Bryants Road,Loganholme,QLD,4129,-27.662967,153.179755
61401621,7-Eleven Woodridge,7 Eleven,Compton Road,Woodridge,QLD,4114,-27.620539,153.115258
61401625,Freedom Fuels Rocklea,Freedom Fuels,46 Sherwood Road,Rocklea,QLD,4106,-27.540847,153.008767
61401641,Ampol Foodary Carina,Ampol,849 Old Cleveland Road,Carina,QLD,4152,-27.495943,153.093325
61401642,Freedom Fuels Ningi,Freedom Fuels,1473 Caboolture-Bribie Island Road,Ningi,QLD,4511,-27.065563,153.112516
61401643,Ampol Foodary Samford,Ampol,Lot 1 Mt Glorious Road,Samford Village,QLD,4520,-27.373288,152.886241
61401646,Caltex Willowbank,Caltex,2708 Cunningham Hwy,Haigslea,QLD,4306,-27.66571,152.692486
61401654,BP North Maclean,BP,Mt Lindesay Highway,North Maclean,QLD,4280,-27.775711,153.014389
61401658,Ampol Bribie Island,Ampol,151-153 First Avenue,Bribie Island,QLD,4507,-27.080608,153.173557
61401667,Raceview Fuels,Independent,138 Whitehill Road,Raceview,QLD,4305,-27.632358,152.770752
61401670,Ampol Redbank,Ampol,73 Brisbane Road,Redbank,QLD,4301,-27.600718,152.870263
61401676,7-Eleven Gumdale,7 Eleven,698 New Cleveland Road,Gumdale,QLD,4154,-27.491083,153.152974
61401679,NightOwl BP Logan Village,BP,111-113 Albert Street,Logan Village,QLD,4207,-27.766879,153.108334
61401680,BP Grange,BP,238 Days Road,Grange,QLD,4051,-27.426013,153.013225
61401682,Ampol Foodary Blacksoil,Ampol,1382 Warrego Highway,Blacksoil,QLD,4306,-27.579886,152.716579
61401683,Ampol Foodary Burpengary,Ampol,9-15 Progress Road,Burpengary,QLD,4505,-27.156283,152.976865
61401684,Caltex Dutton Park,Caltex,200 Annerley Road,Dutton Park,QLD,4102,-27.498595,153.028027
61401685,Caltex Graceville,Caltex,295 Oxley Road,Graceville,QLD,4075,-27.524647,152.980639
61401686,Caltex Eagleby,Caltex,128 River Hills Road,Eagleby,QLD,4207,-27.702133,153.211669
61401687,Nightowl Puma Enoggera,Puma Energy,282 Wardell Street,Enoggera,QLD,4051,-27.425092,152.989957
61401690,BP Clontarf,BP,271 Macdonnell Road,Clontarf,QLD,4019,-27.234778,153.087358
61401691,Freedom Fuels Brendale,Freedom Fuels,79 South Pine Road,Brendale,QLD,4500,-27.317812,152.988025
61401693,Ampol Foodary Parkwood,Ampol,Olsen Avenue,Parkwood,QLD,4214,-27.954556,153.383083
61401696,Ampol Foodary Mt Warren Park,Ampol,40-42 Rochester Drive,Mount Warren Park,QLD,4207,-27.728359,153.208657
61401700,Metro Petroleum Acacia Ridge,Metro Fuel,1434 Beaudesert Road,Acacia Ridge,QLD,4110,-27.588388,153.027757
61401701,NightOwl Puma Richlands,Puma Energy,332 Archerfield Road,Inala,QLD,4077,-27.588166,152.959162
61401703,Freedom Fuels Willawong,Freedom Fuels,233 Sherbrooke Road,Willawong,QLD,4110,-27.594631,153.003997
61401707,Enhance Service Station & Tyre Plus Mechanic,Enhance,150 Kelvin Grove Road,Kelvin Grove,QLD,4059,-27.452992,153.011287
61401710,Mega Fuels Rocklea,Independent,1384 Ipswich Road,Rocklea,QLD,4106,-27.546661,153.010519
61401711,Liberty Yamanto,Liberty,2282 Cunningham Highway,Purga,QLD,4305,-27.662569,152.728666
61401712,BP Warrego Highway,BP,1505 Warrego Highway,Blacksoil,QLD,4306,-27.575905,152.704102
61401713,Ampol Foodary Helensvale,Ampol,Pacific Highway,Helensvale,QLD,4212,-27.906337,153.318664
61401714,BP Waterford,BP,Albert Street,Waterford West,QLD,4133,-27.693901,153.142624
61401718,Moorooka Servo,Liberty,485 Beaudesert Road,Moorooka,QLD,4105,-27.545146,153.019843
61401722,Freedom Fuels Goodna,Freedom Fuels,114 Brisbane Terrace,Goodna,QLD,4300,-27.606007,152.903785
61401723,Ampol Foodary Capalaba,Ampol,129-131 Redland Bay Road,Capalaba,QLD,4157,-27.531382,153.197683
61401725,Caltex Wacol,Caltex,Boundary Road,Wacol,QLD,4076,-27.604504,152.932399
61401727,BP Sandgate,BP,45 Southerden Street,Sandgate,QLD,4017,-27.315619,153.061132
61401728,BP Holland Park,BP,779 Logan Road,Holland Park,QLD,4121,-27.514213,153.054688
61401729,Freedom Fuels Victoria Point,Freedom Fuels,216 Colburn Avenue,Victoria Point,QLD,4165,-27.584995,153.301225
61401733,Puma Narangba,Puma Energy,3 Mackie Road,Narangba,QLD,4504,-27.197281,152.984329
61401734,Coles Express Chatswood Road,Coles Express,42-48 Chatswood Road,Springwood,QLD,4127,-27.633616,153.139522
61401736,Ampol Foodary Reedy Creek,Ampol,Gemvale Rd near Langport Pde,Reedy Creek,QLD,4228,-28.093407,153.39137
61401737,Pearl Energy Durack,Pearl Energy,656 Blunder Road,Durack,QLD,4077,-27.595948,152.987665
61401738,Ampol Foodary Marsden,Ampol,10 Third Avenue,Marsden,QLD,4132,-27.679876,153.087967
61401739,BP Connect Albany Forest,BP,Old Northern Road,Albany Creek,QLD,4035,-27.358132,152.969491
61401741,BP Brown Plains,BP,111 Browns Plains Road,Browns Plains,QLD,4118,-27.662389,153.048208
61401743,Shell Reddy Express Kallangur,Reddy Express,1507 Anzac Ave (Cnr Duffield Rd),Kallangur,QLD,4503,-27.249379,153.001012
61401744,Ampol Foodary Sumner Park,Ampol,40 Sumners Road,Sumner,QLD,4074,-27.560218,152.935915
61401745,BP Lawnton,BP,823 Gympie Road,Lawnton,QLD,4501,-27.281521,152.982985
61401748,Ampol Foodary Hyperdome,Ampol,Pacific Hwy Service Road,Shailer Park,QLD,4128,-27.659557,153.169084
61401749,BP Bowen Hills,BP,230 Abbotsford Road,Bowen Hills,QLD,4006,-27.435733,153.041458
61401750,7-Eleven Nerang,7 Eleven,68 Price Street,Nerang,QLD,4211,-27.993151,153.333127
61401752,Ampol Foodary Robina,Ampol,Markeri Street,Robina,QLD,4226,-28.056769,153.394381
61401753,Coles Express Goodna,Coles Express,2 Railway Terrace (Cnr Ipswich Mwy),Goodna,QLD,4300,-27.600565,152.883916
61401754,Ampol Foodary Wishart,Ampol,590 Mt Gravatt-Capalaba Road,Wishart,QLD,4122,-27.548392,153.108079
61401755,Ampol Foodary Waterford West,Ampol,76 Chambers Flat Road,Waterford West,QLD,4133,-27.681343,153.114634
61401756,Ampol Foodary Brassall,Ampol,60 Hunter Street,Brassall,QLD,4305,-27.596341,152.745793
61401758,Ampol Foodary Kingston,Ampol,280-282 Kingston Road,Kingston,QLD,4114,-27.633616,153.119251
61401759,BP Manly West,BP,190 Radford Road,Manly West,QLD,4179,-27.467413,153.153895
61401760,BP Ashmore,BP,Southport-Nerang Road,Ashmore,QLD,4214,-27.986347,153.363151
61401761,Coles Express Birkdale,Coles Express,143-153 Birkdale Rd (Cnr Napier St),Birkdale,QLD,4159,-27.493126,153.216292
61401762,Ampol Foodary Southport,Ampol,152 Smith Street,Southport,QLD,4215,-27.962275,153.395566
61401763,Metro Eagleby,Metro Fuel,87 Distillery Road,Eagleby,QLD,4207,-27.721732,153.216985
61401764,BP Highland Park,BP,101 Alexander Drive,Nerang,QLD,4211,-28.013209,153.335896
61401765,BP Connect Mt Warren Park,BP,Beaudesert-Beenleigh Road,Mount Warren Park,QLD,4207,-27.722827,153.194962
61401766,BP Wacol Truck Stop,BP,Boundary Road,Wacol,QLD,4076,-27.593572,152.934634
61401767,Coles Express Elanora,Coles Express,Guineas Creek Rd & Coolgardie St,Elanora,QLD,4221,-28.136674,153.467551
61401768,Ampol Foodary Churchill,Ampol,126 Warwick Road,Churchill,QLD,4305,-27.633511,152.756545
61401769,Coles Express Albany Creek,Coles Express,171 Old Northern Road,Albany Creek,QLD,4035,-27.346018,152.964529
61401770,NightOwl Shell Wakerley,Shell,352 Green Camp Road,Wakerley,QLD,4154,-27.493009,153.169057
61401772,Ampol Foodary Slacks Creek,Ampol,115-119 Paradise Road,Slacks Creek,QLD,4127,-27.640531,153.131401
61401773,United Loganlea,United,246 Loganlea Road,Loganlea,QLD,4131,-27.666991,153.139183
61401774,Freedom Fuels Rocklea Granard Rd,Freedom Fuels,113 Granard Road,Rocklea,QLD,4106,-27.557455,153.015412
61401775,Ampol Foodary Bellbowrie,Ampol,3198 Moggill Road,Bellbowrie,QLD,4070,-27.562696,152.887045
61401777,Liberty Karawatha,Liberty,180-200 Compton Road,Karawatha,QLD,4117,-27.617602,153.093907
61401778,Ampol Foodary Camira,Ampol,314 Old Logan Road,Camira,QLD,4300,-27.634924,152.916427
61401779,Coles Express Cleveland,Coles Express,230 Bloomfield Street,Cleveland,QLD,4163,-27.534892,153.266824
61401780,Coles Express Deception Bay,Coles Express,376 Deception Bay Road,Deception Bay,QLD,4508,-27.190165,153.018451
61401781,Liberty Lawnton,Liberty,706-708 Gympie Road,Lawnton,QLD,4501,-27.290038,152.984626
61401782,Ampol Foodary Caboolture Travel Centre,Ampol,Bruce Hwy & Pumicestone Rd,Caboolture,QLD,4510,-27.042301,152.975341
61401783,Coles Express Glasshouse Mountains Outbound,Coles Express,4249 Bruce Hwy (Northbound),Glass House Mountains,QLD,4519,-26.920324,152.993515
61401784,Coles Express Glasshouse Mountain Inbound,Coles Express,4288 Bruce Hwy (Southbound),Glass House Mountains,QLD,4519,-26.917099,152.996062
61401786,EG Ampol Caloundra,EG Ampol,37 Caloundra Road,Caloundra West,QLD,4551,-26.795875,153.110515
61401788,BP Caloundra,BP,53 Caloundra Road,Caloundra,QLD,4551,-26.794642,153.106714
61401792,Rainbow Fuel,Independent,79 Arthur Street,Caloundra,QLD,4551,-26.799856,153.131209
61401794,Shell Reddy Express Caloundra,Reddy Express,69 Beerburrum St,Caloundra,QLD,4551,-26.779839,153.125223
61401795,Caltex Currimundi,Caltex,695 Nicklin Way,Currimundi,QLD,4551,-26.767186,153.122284
61401796,7-Eleven Wurtulla,7 Eleven,Nicklin Way,Wurtulla,QLD,4575,-26.758801,153.125068
61401797,BP Kawana,BP,22 Wyanda Drive,Bokarina,QLD,4575,-26.731642,153.129595
61401798,Shell Reddy Express Kawana,Reddy Express,27 Nicklin Way,Buddina,QLD,4575,-26.705,153.130069
61401799,BP Connect Maroochy Plaza,BP,185 Maroochydore Road,Maroochydore,QLD,4558,-26.655772,153.073552
61401801,Ampol Foodary Maroochydore,Ampol,Aerodrome Road,Maroochydore,QLD,4558,-26.659345,153.097195
61401802,7-Eleven Maroochydore North,7 Eleven,53 Aerodrome Road,Maroochydore,QLD,4558,-26.660002,153.100462
61401806,Shell Reddy Express Mooloolaba,Reddy Express,57 Brisbane Rd (Cnr Foote St),Mooloolaba,QLD,4557,-26.683916,153.118025
61401810,Shell Buderim,Shell,116 King Street,Buderim,QLD,4556,-26.682745,153.067612
61401811,Puma Buderim,Puma Energy,96 King Street,Buderim,QLD,4556,-26.682745,153.064879
61401815,Caltex Bli Bli,Caltex,148 David Low Way,Bli Bli,QLD,4560,-26.635744,153.039235
61401816,United Bli Bli,United,297 David Low Way,Bli Bli,QLD,4560,-26.622451,153.042205
61401817,BP Pacific Paradise Roadhouse,BP,694/696 David Low Way,Pacific Paradise,QLD,4564,-26.615758,153.081376
61401819,United Coolum Beach,United,1616-1618 David Low Way,Coolum Beach,QLD,4573,-26.527951,153.090382
61401820,Puma Peregian,Puma Energy,2215 David Low Way,Peregian Beach,QLD,4573,-26.489632,153.093865
61401822,Shell Reddy Express Noosa,Reddy Express,49 Sunshine Beach Rd,Noosa Heads,QLD,4567,-26.398727,153.093461
61401824,BP Noosaville,BP,52-54 Mary Street,Noosaville,QLD,4566,-26.400409,153.068443
61401828,Ampol Foodary Tewantin,Ampol,44 Doonella Street,Tewantin,QLD,4565,-26.392633,153.039187
61401830,Shell Reddy Express Tewantin,Reddy Express,"60 Poinciana Ave (Corner, Moorindil St)",Tewantin,QLD,4565,-26.3907,153.034687
61401831,BP Tewantin,BP,141 Cooroy-Noosa Road,Tewantin,QLD,4565,-26.397784,153.015739
61401832,United Doonan,United,686 Eumundi-Noosa Road,Doonan,QLD,4562,-26.445802,153.022813
61401836,BP Yandina Foodstop,BP,24 Farrell Street,Yandina,QLD,4561,-26.559991,152.956732
61401837,Freedom Fuels Nambour,Freedom Fuels,1251 Nambour Connection Road,Kulangoor,QLD,4560,-26.588239,152.968018
61401839,Shell Reddy Express Nambour Panorama Dr,Reddy Express,589 Nambour Connection Road,Nambour,QLD,4560,-26.641048,152.962651
61401840,BP Connect Palms Corner,BP,Currie Street,Nambour,QLD,4560,-26.631133,152.960548
61401841,EG Ampol Nambour,EG Ampol,178 Currie Street,Nambour,QLD,4560,-26.630524,152.959807
61401843,Caltex Nambour,Caltex,919 Nambour Connection Road,Nambour,QLD,4560,-26.616097,152.969014
61401844,7-Eleven Nambour,7 Eleven,922 Nambour Connection Road,Nambour,QLD,4560,-26.616553,152.969395
61401850,BP Mooloolah Pines,BP,22 Karanne Drive,Mooloolah,QLD,4553,-26.764555,152.963206
61401851,BP Landsborough,BP,4 Railway Street,Landsborough,QLD,4550,-26.810143,152.966992
61401854,Caltex Glasshouse,Caltex,840 Glass House Mountains Road,Glass House Mountains,QLD,4518,-26.907877,152.958928
61401856,Elimbah Service Station and Takeaway,Independent,866 Beerburrum Road,Elimbah,QLD,4516,-27.007423,152.944471
61401858,United Caboolture,United,45 Beerburrum Road,Caboolture,QLD,4510,-27.079153,152.951755
61401861,Jio Caboolture,Independent,37 Lower King Street,Caboolture,QLD,4510,-27.084568,152.958118
61401862,Ampol Foodary Caboolture,Ampol,2-8 Beachmere Road,Caboolture,QLD,4510,-27.086845,152.980549
61401863,NightOwl Shell Caboolture,Shell,686 Caboolture Bribie Island Road,Caboolture,QLD,4510,-27.072652,153.025132
61401866,Coles Express Morayfield,Coles Express,113-137 Morayfield Road,Caboolture,QLD,4510,-27.098317,152.949256
61401867,BP Morayfield,BP,251-257 Morayfield Road,Morayfield,QLD,4506,-27.110869,152.950681
61401868,7-Eleven Morayfield,7 Eleven,272 Morayfield Road,Morayfield,QLD,4506,-27.112273,152.950771
61401869,Aussie World Garage Palmview,Independent,73 Frizzo Road,Palmview,QLD,4553,-26.751733,153.046027
61401872,BP Forest Glen,BP,"384 Mons Rd, Forest Glen QLD 4556, Australia",Forest Glen,QLD,4556,-26.684719,153.004221
61401873,BP Northbound Forest Glen,BP,1556 Chevallum Road,Chevallum,QLD,4555,-26.690311,153.004066
61401874,BP Glenview,BP,2632 Steve Irwin Way,Glenview,QLD,4553,-26.779453,153.017365
61401875,Shell Coochin Creek Co-op,Shell,39 Simpson Street,Beerwah,QLD,4519,-26.856556,152.957917
61401880,Caltex Currumbin,Caltex,"Cnr Hayter and Stewart St,",Currumbin,QLD,4223,-28.146871,153.475222
61401881,Ampol Foodary Rochedale,Ampol,720 Underwood Road,Rochedale South,QLD,4123,-27.595006,153.121495
61401884,BP Tanawha,BP,420 Tanawha Tourist Dr,Tanawha,QLD,4556,-26.712703,153.04746
61401885,Liberty Tanawha,Liberty,316 Tanawha Tourist Drive,Tanawha,QLD,4556,-26.711698,153.036715
61401886,Liberty Sunnybank Hills,Liberty,297 Pinelands Road,Sunnybank Hills,QLD,4109,-27.602254,153.056341
61401887,Ampol Foodary Cleveland Shore St,Ampol,19-23 Shore Street West,Cleveland,QLD,4163,-27.524308,153.253615
61401888,7-Eleven Richlands,7 Eleven,208 Progress Road,Richlands,QLD,4077,-27.597934,152.949748
61401889,Caltex Kunda Park,Caltex,584 Maroochydore Road,Kunda Park,QLD,4556,-26.662342,153.036451
61401893,Ampol Nambour Diesel Stop,Ampol,19-21 Rigby Street,Nambour,QLD,4560,-26.618458,152.962561
61401894,Ampol Foodary Lawnton,Ampol,824 Gympie Road,Lawnton,QLD,4501,-27.281161,152.982112
61401899,EG Ampol Goodna,EG Ampol,103 Redbank Plains Road,Goodna,QLD,4300,-27.628153,152.883583
61401903,Coles Express Runaway Bay,Coles Express,387 Oxley Drive,Runaway Bay,QLD,4216,-27.911881,153.389203
61401904,Ampol Foodary West Burleigh,Ampol,9-15 Tallebudgera Creek Rd,Burleigh Heads,QLD,4220,-28.110208,153.440752
61401905,Ampol Foodary Richlands,Ampol,209 Progress Road,Richlands,QLD,4077,-27.596896,152.949664
61401906,BP Express Eight Mile Plains,BP,253 Padstow Road,Eight Mile Plains,QLD,4113,-27.575608,153.088015
61401907,United Bald Hills,United,73 Strathpine Road,Bald Hills,QLD,4036,-27.317716,153.009106
61401908,EG Ampol Virginia,EG Ampol,17-25 Toombul Road,Virginia,QLD,4013,-27.383575,153.064213
61401909,EG Ampol Hope Island,EG Ampol,69-71 Crescent Avenue,Hope Island,QLD,4212,-27.877357,153.374623
61401910,Coles Express Runcorn,Coles Express,511 Compton Road,Runcorn,QLD,4113,-27.611005,153.067993
61401911,Coles Express Karalee,Coles Express,259 Mt Crosby Road,Karalee,QLD,4306,-27.572395,152.791936
61401912,Liberty Oxley,Liberty,94 Blunder Rd,Oxley,QLD,4075,-27.570329,152.981089
61401913,Ampol Foodary Burleigh Waters,Ampol,24 Executive Drive,Burleigh Waters,QLD,4220,-28.098148,153.425716
61401914,7-Eleven Albany Creek,7 Eleven,70 Albany Creek Road,Aspley,QLD,4034,-27.36371,153.012946
61401915,EG Ampol Mitchelton,EG Ampol,550-560 Samford Road,Mitchelton,QLD,4053,-27.415546,152.977723
61401916,Ampol Foodary Acacia Ridge North,Ampol,1240 Beaudesert Road,Acacia Ridge North,QLD,4110,-27.580453,153.025978
61401917,Freedom Fuels Indooroopilly,Freedom Fuels,427 Moggill Rd,Indooroopilly,QLD,4068,-27.499065,152.967595
61401919,Ampol Foodary Woodridge West,Ampol,153 Wembley Road,Woodridge,QLD,4114,-27.642928,153.100339
61401921,Caltex Underwood,Caltex,2806 Logan Road,Underwood,QLD,4119,-27.597346,153.109075
61401922,Ampol Foodary Caboolture,Ampol,23 Lower King Street,Caboolture,QLD,4510,-27.085162,152.957668
61401923,7-Eleven Manly West,7 Eleven,459 Manly Road,Manly West,QLD,4179,-27.475603,153.165802
61401924,Ampol Foodary Strathpine,Ampol,321 South Pine Road,Strathpine,QLD,4500,-27.326134,152.978929
61401926,Freedom Fuels Karana Downs,Freedom Fuels,2 Awonga Court,Karana Downs,QLD,4306,-27.546967,152.822203
61401927,Coles Express Mudgeeraba,Coles Express,196-206 Highfield Drive,Robina,QLD,4226,-28.069984,153.363346
61401928,Ampol Foodary Mackenzie,Ampol,1015 Mt Gravatt-Capalaba Road,Mackenzie,QLD,4156,-27.547417,153.128197
61401929,Coles Express Belmont (Qld),Coles Express,11 London Rd (Cnr Cross St),Belmont,QLD,4153,-27.499087,153.126487
61401930,7-Eleven Mackenzie,7 Eleven,902 Mt Gravatt-Capalaba Road,Mackenzie,QLD,4156,-27.545491,153.121903
61401931,Metro Petroleum Hillcrest,Metro Fuel,78 Middle Road,Hillcrest,QLD,4118,-27.676642,153.024751
61401933,Ampol Foodary Labrador,Ampol,244-252 Brisbane Rd,Labrador,QLD,4215,-27.933464,153.383242
61401934,Caltex Murrumba Downs,Caltex,240 Dohles Rocks Road,Murrumba Downs,QLD,4503,-27.264436,153.005098
61401935,Shell Strathpine Truckstop,Shell,125 South Pine Road,Brendale,QLD,4500,-27.322423,152.987173
61401938,Metro Petroleum Capalaba,Metro Fuel,202-212 Old Cleveland Road,Capalaba,QLD,4157,-27.520999,153.199075
61401939,BP Express Goodna,BP,237 Brisbane Road,Goodna,QLD,4300,-27.609814,152.902435
61401940,BP Connect Loganholme,BP,4080 Pacific Highway,Loganholme,QLD,4129,-27.684556,153.189541
61401941,7-Eleven Wynnum,7 Eleven,99 Tingal Road,Wynnum,QLD,4178,-27.445939,153.171811
61401942,7-Eleven Ashmore,7 Eleven,579 Ashmore Road,Ashmore,QLD,4214,-27.984727,153.365671
61401943,EG Ampol Browns Plains West,EG Ampol,92-102 Johnson Road,Hillcrest,QLD,4118,-27.659203,153.028969
61401944,Coles Express Bundall,Coles Express,16-20 Crombie Ave (Cnr Bundall Rd) Road,Bundall,QLD,4217,-28.003786,153.413815
61401945,Coles Express Breakfast Creek,Coles Express,94 Breakfast Creek Road,Newstead,QLD,4006,-27.446368,153.042211
61401946,Shell Reddy Express Marsden Park,Reddy Express,36-42 Chambers Flat Road,Waterford West,QLD,4133,-27.679252,153.118117
61401947,Ampol Foodary Banora Point West,Ampol,Leisure Drive,Banora Point,NSW,2486,-28.213942,153.541441
61401948,South East Qld Fuels,Independent,30-32 Woombye Palmwoods Road,Woombye,QLD,4559,-26.669107,152.975272
61401949,7-Eleven Robina,7 Eleven,Ron Penhaligon Way,Robina,QLD,4226,-28.065484,153.404074
61401951,EG Ampol Mount Cotton,EG Ampol,420-426 Mt Cotton Road,Capalaba,QLD,4157,-27.561331,153.197683
61401952,Caltex Greenbank,Caltex,8 Sheppards Drive,Greenbank,QLD,4124,-27.719842,152.986231
61401954,Ampol Foodary Rothwell,Ampol,715 Deception Bay Road,Rothwell,QLD,4022,-27.209245,153.043009
61401956,Caltex Booval,Caltex,203 Brisbane Road,Booval,QLD,4304,-27.612853,152.798818
61401958,7-Eleven East Beenleigh,7 Eleven,79 Logan River Road,Beenleigh,QLD,4207,-27.713341,153.184876
61401959,Coles Express Windsor (Qld),Coles Express,172 Lutwyche Rd (Cnr Taylor St) Road,Windsor,QLD,4030,-27.439486,153.030463
61401962,Coles Express Burleigh Waters,Coles Express,Bermuda Road,Varsity Lakes,QLD,4220,-28.084114,153.424588
61401964,Freedom Fuels Eight Mile Plains,Freedom Fuels,2494 Logan Road,Eight Mile Plains,QLD,4113,-27.578467,153.094468
61401970,Ampol Foodary Thabeban - Bundaberg,Ampol,284 Goodwood Road,Thabeban,QLD,4670,-24.899167,152.364187
61401971,S24 Banana,Caltex,Dawson Highway,Banana,QLD,4702,-24.472395,150.127813
61401972,Ampol Bororen,Ampol,2 Marshall Street,Bororen,QLD,4678,-24.241579,151.495222
61401973,United Gordonvale,United,68 Riverstone Road,Gordonvale,QLD,4865,-17.099137,145.780084
61401983,Ampol Foodary Norgate Star Mackay North,Ampol,78 - 80 Malcomson Street,Mackay North,QLD,4740,-21.122455,149.175196
61401985,Ampol Foodary Alligator Creek,Ampol,Bruce Highway,Alligator Creek,QLD,4816,-19.382665,146.928706
61401988,Ampol Foodary Beaudesert,Ampol,3 Telemon Street,Beaudesert,QLD,4285,-27.989032,152.994442
61401989,Caltex Bohle,Caltex,900 Ingham Road,Bohle,QLD,4818,-19.261789,146.714956
61401991,BP Edmonton,BP,3/167 Bruce Hwy,Edmonton,QLD,4869,-17.017549,145.743967
61401992,Caltex Dalby,Caltex,146 Drayton Street,Dalby,QLD,4405,-27.192859,151.271821
61401996,Fraser Coast Fuel Torbanlea Unmanned,Ampol,18 Robertson Street,Torbanlea,QLD,4662,-25.347388,152.597128
61401997,Caltex Rasmussen,Caltex,1231 Riverway Drive,Kelso,QLD,4815,-19.363591,146.731489
61401998,EG Ampol Charters Towers,EG Ampol,105-111 Gill Street,Charters Towers,QLD,4820,-20.076454,146.261833
61402000,Metro Withcott,Metro Fuel,8581-8583 Warrego Highway,Withcott,QLD,4352,-27.553738,152.025523
61402006,S24 Monto,Caltex,1 Flinders Street,Monto,QLD,4630,-24.865327,151.119043
61402007,Puma Atherton,Puma Energy,47 Tolga Road,Atherton,QLD,4883,-17.255764,145.476175
61402014,United Ryke Fuel Kumbia,United,61 Bell Street,Kumbia,QLD,4610,-26.689849,151.655041
61402015,Billabong Service Centre,Independent,Captain Cook Highway,Clifton Beach,QLD,4879,-16.771411,145.673227
61402017,Ampol Malanda,Ampol,40 James Street,Malanda,QLD,4885,-17.351863,145.593169
61402024,Ampol Foodary Railway Estate Townsville,Ampol,11 Railway Avenue,Railway Estate,QLD,4810,-19.272421,146.815603
61402028,Caltex Koongal,Caltex,161 Thozet Road,Rockhampton,QLD,4700,-23.366431,150.543922
61402029,Shell Coolmunda,Shell,23129 Cunningham Highway,Coolmunda,QLD,4387,-28.407707,151.203735
61402030,Ampol Foodary Gracemere,Ampol,10 McLaughlin Street,Gracemere,QLD,4702,-23.433178,150.454699
61402032,Independent Rupertswood,Ampol,1 Ridge Drive,Alice River,QLD,4817,-19.319734,146.605315
61402033,OOM Energy Calliope,Independent,46 Stirrat St,Calliope,QLD,4680,-24.006763,151.200196
61402034,Ampol Canungra,Ampol,6 Christie Street,Canungra,QLD,4275,-28.016449,153.161683
61402036,Ampol Foodary Hervey Bay,Ampol,Boat Harbour Drive,Hervey Bay,QLD,4655,-25.287682,152.831833
61402041,Ampol Foodary Rockhampton,Ampol,369 Yaamba Road,Rockhampton North,QLD,4701,-23.347552,150.522247
61402042,Shell Hatton Vale,Shell,4003 Warrego Highway,Hatton Vale,QLD,4341,-27.567625,152.462245
61402049,BP Pomona,BP,19 Factory Street,Pomona,QLD,4568,-26.364118,152.856043
61402051,Ampol Pimlico,Ampol,13 Palmerston Road,Pimlico,QLD,4812,-19.281637,146.789179
61402053,Ampol Foodary Apple Tree Creek,Ampol,Bruce Highway,Appletree Creek,QLD,4660,-25.213903,152.233237
61402055,Ampol Foodary Bundaberg Central,Ampol,257 Bourbong Street,Bundaberg,QLD,4670,-24.868525,152.338903
61402056,Caltex Bundaberg South,Caltex,"143A Targo St, Cnr Walker St",Bundaberg South,QLD,4670,-24.878286,152.354884
61402063,Ampol Foodary Miles,Ampol,Murilla Street,Miles,QLD,4415,-26.658259,150.181666
61402064,Ampol Foodary Monkland,Ampol,46 Geordie Road,Monkland,QLD,4570,-26.218699,152.686234
61402067,Ampol Foodary Woree,Ampol,590 Bruce Highway,Woree,QLD,4868,-16.950463,145.742368
61402068,United Gayndah,United,53-55 Capper Street,Gayndah,QLD,4625,-25.625245,151.610671
61402072,Liberty Colosseum Creek Motel & Truck Stop,Liberty,42651 Bruce Highway,Colosseum,QLD,4677,-24.457039,151.586926
61402073,Ampol Foodary Cairns Sheridan St,Ampol,131 Sheridan Street,Cairns,QLD,4870,-16.918507,145.768918
61402077,Ampol Foodary North Rockhampton Truckstop,Ampol,524 Yaamba Road,Rockhampton North,QLD,4701,-23.332738,150.518605
61402078,United Yeppoon,United,101 Rockhampton Road,Yeppoon,QLD,4703,-23.132674,150.728347
61402080,EG Ampol Blackwater,EG Ampol,Railway Street,Blackwater,QLD,4717,-23.585395,148.885549
61402082,Ampol Foodary Toowoomba Central,Ampol,646 Ruthven Street,Toowoomba,QLD,4350,-27.568456,151.952485
61402083,Ampol Garbutt Depot,Ampol,26-28 Pilkington Street,Garbutt,QLD,4814,-19.267237,146.767723
61402086,EG Ampol Slacks Creek,EG Ampol,124-130 Paradise Road,Slacks Creek,QLD,4127,-27.640165,153.132973
61402089,EG Ampol Tingalpa,EG Ampol,869 Manly Road,Tingalpa,QLD,4173,-27.474967,153.143989
61402090,7-Eleven Murarrie,7 Eleven,887 Lytton Road,Murarrie,QLD,4172,-27.456862,153.105682
61402091,7-Eleven Bray Park,7 Eleven,339-341 Samsonvale Road,Bray Park,QLD,4500,-27.291886,152.954698
